ID,Name,AnimalType,AgeuponOutcome,Breed,Color,Sex,Neutered,Year,Month,Day,Hour,Minute
10486,No Name,Cat,0,Hybrid,Blue,Female,Intact,2014,7,2,14,14
10487,Has Name,Cat,312,Hybrid,Lynx,Female,Neutered,2014,11,16,18,43
10488,Has Name,Cat,208,Hybrid,Cream,Male,Neutered,2014,8,31,16,17
10489,Has Name,Dog,40,Purebred,Black,Male,Intact,2015,7,5,14,21
10490,Has Name,Cat,36,Hybrid,Black,Female,Neutered,2015,10,7,12,55
10491,Has Name,Dog,156,Hybrid,Blue,Male,Intact,2014,9,21,16,21
10492,Has Name,Dog,156,Hybrid,Brown,Male,Intact,2015,11,30,9,10
10493,Has Name,Cat,49,Hybrid,Black,Female,Neutered,2013,12,27,15,49
10494,No Name,Dog,22,Hybrid,Black,Female,Neutered,2016,1,8,14,49
10495,Has Name,Cat,13,Hybrid,Orange,Male,Neutered,2015,10,13,14,35
10496,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2013,11,8,19,9
10497,Has Name,Dog,52,Hybrid,Brown,Female,Intact,2015,12,27,11,38
10498,Has Name,Dog,31,Hybrid,Sable,Male,Neutered,2014,10,5,17,44
10499,Has Name,Dog,52,Hybrid,Tan,Female,Intact,2014,10,24,16,7
10500,Has Name,Dog,104,Hybrid,Tricolor,Male,Neutered,2015,12,12,17,46
10501,Has Name,Cat,104,Hybrid,White,Female,Neutered,2014,10,30,17,34
10502,Has Name,Dog,9,Hybrid,Tan,Male,Neutered,2016,2,13,12,42
10503,Has Name,Dog,208,Hybrid,Red,Male,Neutered,2015,10,12,17,18
10504,Has Name,Dog,9,Hybrid,Black,Female,Neutered,2015,2,8,16,57
10505,No Name,Cat,1,Hybrid,Torbie,Female,Intact,2014,4,2,17,56
10506,Has Name,Dog,156,Hybrid,Brown,Female,Neutered,2016,1,18,15,27
10507,Has Name,Dog,468,Hybrid,Brown,Female,Neutered,2015,1,28,17,50
10508,No Name,Dog,52,Hybrid,Tan,Female,Intact,2015,11,6,9,20
10509,Has Name,Dog,104,Hybrid,Black,Female,Neutered,2014,3,28,13,58
10510,Has Name,Dog,13,Hybrid,Black,Female,Neutered,2015,3,28,18,50
10511,Has Name,Cat,104,Hybrid,Black,Female,Neutered,2014,5,7,18,46
10512,No Name,Dog,104,Hybrid,Black,Female,Neutered,2015,2,27,17,25
10513,Has Name,Dog,208,Hybrid,White,Male,Intact,2013,12,21,12,8
10514,No Name,Dog,312,Hybrid,Tricolor,Female,Neutered,2014,3,3,15,53
10515,Has Name,Cat,9,Hybrid,Blue,Male,Neutered,2015,6,20,14,53
10516,Has Name,Cat,52,Hybrid,Cream,Male,Intact,2013,12,19,9,19
10517,Has Name,Cat,45,Hybrid,Orange,Male,Neutered,2016,1,11,11,38
10518,Has Name,Dog,676,Hybrid,Black,Male,Neutered,2016,2,12,17,57
10519,Has Name,Cat,4,Hybrid,Black,Male,Intact,2013,11,22,11,51
10520,No Name,Cat,2,Hybrid,Tortie,Female,Intact,2015,6,26,17,12
10521,No Name,Cat,4,Hybrid,Black,Female,Intact,2014,6,3,18,41
10522,Has Name,Cat,9,Hybrid,Blue,Male,Neutered,2015,7,25,8,13
10523,Has Name,Cat,9,Hybrid,Black,Male,Neutered,2014,5,25,12,44
10524,Has Name,Cat,52,Hybrid,Brown,Female,Neutered,2015,9,8,12,2
10525,No Name,Dog,22,Hybrid,Black,Male,Neutered,2015,11,30,17,54
10526,Has Name,Cat,4,Hybrid,Brown,Female,Intact,2015,9,11,13,56
10527,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2014,9,14,18,0
10528,No Name,Cat,9,Hybrid,Brown,Female,Intact,2014,9,3,9,0
10529,Has Name,Cat,9,Hybrid,Brown,Male,Neutered,2015,6,30,6,52
10530,Has Name,Dog,9,Hybrid,Tricolor,Male,Neutered,2013,12,20,13,11
10531,Has Name,Dog,260,Hybrid,White,Male,Neutered,2015,1,28,17,33
10532,No Name,Dog,18,Hybrid,Tan,Male,Intact,2015,4,8,12,24
10533,Has Name,Dog,104,Hybrid,Black,Female,Neutered,2014,11,16,14,14
10534,No Name,Cat,104,Hybrid,Tortie,Female,Intact,2014,4,6,15,57
10535,Has Name,Dog,9,Hybrid,Black,Female,Neutered,2016,1,9,11,55
10536,Has Name,Dog,52,Hybrid,Blue,Female,Neutered,2014,1,8,16,12
10537,Has Name,Cat,156,Hybrid,Tortie,Female,Neutered,2014,12,4,12,34
10538,No Name,Dog,9,Hybrid,Tan,Female,Neutered,2015,3,13,8,54
10539,Has Name,Dog,52,Purebred,Black,Male,Neutered,2014,10,11,17,56
10540,Has Name,Cat,9,Hybrid,Tortie,Female,Neutered,2014,6,21,17,27
10541,No Name,Cat,104,Hybrid,Blue,Male,Intact,2015,5,23,9,0
10542,Has Name,Cat,9,Hybrid,Brown,Female,Neutered,2015,1,23,17,1
10543,No Name,Cat,3,Hybrid,Blue,Male,Intact,2015,8,14,18,21
10544,No Name,Cat,9,Hybrid,Brown,Male,Neutered,2015,9,9,16,53
10545,Has Name,Dog,208,Hybrid,White,Female,Neutered,2015,12,7,0,0
10546,No Name,Cat,13,Hybrid,Black,Male,Neutered,2014,8,24,15,17
10547,Has Name,Dog,36,Hybrid,Tan,Male,Neutered,2015,6,29,16,23
10548,No Name,Cat,3,Hybrid,Black,Female,Unknown,2015,6,16,17,46
10549,Has Name,Dog,156,Hybrid,Tan,Male,Neutered,2014,7,7,17,19
10550,Has Name,Cat,18,Hybrid,Brown,Female,Neutered,2016,2,19,18,23
10551,Has Name,Dog,416,Hybrid,White,Female,Neutered,2015,3,25,18,26
10552,Has Name,Cat,208,Hybrid,Gray,Male,Neutered,2015,5,10,14,29
10553,No Name,Cat,104,Hybrid,Blue,Female,Unknown,2015,5,20,9,0
10554,Has Name,Cat,9,Hybrid,White,Male,Neutered,2014,8,5,16,59
10555,Has Name,Cat,13,Hybrid,Black,Male,Neutered,2016,1,7,10,53
10556,Has Name,Dog,22,Hybrid,Brown,Male,Neutered,2015,8,22,17,52
10557,Has Name,Dog,9,Hybrid,Brown,Male,Neutered,2015,4,25,16,54
10558,Has Name,Dog,52,Hybrid,Brown,Female,Neutered,2016,1,18,10,20
10559,Has Name,Dog,728,Hybrid,Sable,Male,Neutered,2015,7,24,15,30
10560,Has Name,Dog,156,Hybrid,Tricolor,Female,Neutered,2015,3,31,17,17
10561,Has Name,Dog,36,Hybrid,Brown,Female,Neutered,2014,1,5,15,7
10562,No Name,Cat,52,Hybrid,Brown,Male,Intact,2015,11,8,9,0
10563,Has Name,Dog,31,Hybrid,White,Female,Neutered,2015,4,23,18,10
10564,Has Name,Dog,13,Hybrid,Brown,Male,Neutered,2014,6,29,12,51
10565,No Name,Cat,416,Hybrid,White,Female,Intact,2014,2,28,17,2
10566,Has Name,Dog,156,Hybrid,Tan,Female,Neutered,2015,6,19,16,54
10567,Has Name,Cat,52,Hybrid,Orange,Female,Neutered,2014,5,30,9,9
10568,No Name,Cat,13,Hybrid,Blue,Male,Intact,2015,7,9,9,0
10569,Has Name,Cat,9,Purebred,Orange,Male,Neutered,2014,12,13,17,34
10570,Has Name,Cat,104,Hybrid,Brown,Male,Neutered,2015,7,15,15,0
10571,No Name,Dog,9,Purebred,Black,Male,Intact,2014,12,15,18,28
10572,Has Name,Cat,104,Hybrid,Black,Male,Neutered,2014,6,14,13,1
10573,Has Name,Dog,728,Purebred,Black,Male,Neutered,2014,7,21,18,10
10574,Has Name,Dog,36,Hybrid,Brown,Male,Intact,2015,9,21,11,45
10575,Has Name,Dog,52,Hybrid,Brown,Male,Neutered,2014,8,1,18,13
10576,Has Name,Dog,52,Hybrid,Blue,Female,Neutered,2015,10,27,13,51
10577,Has Name,Cat,9,Hybrid,Blue,Male,Neutered,2015,11,20,13,7
10578,Has Name,Dog,13,Hybrid,Chocolate,Male,Intact,2015,6,17,13,28
10579,Has Name,Dog,104,Hybrid,Sable,Male,Neutered,2013,10,10,18,16
10580,Has Name,Dog,104,Hybrid,Red,Female,Neutered,2015,8,27,18,24
10581,Has Name,Dog,40,Hybrid,Blue,Female,Neutered,2014,12,4,17,25
10582,No Name,Dog,0,Hybrid,Blue,Female,Intact,2014,3,13,14,58
10583,Has Name,Dog,52,Hybrid,Yellow,Male,Neutered,2015,4,26,18,39
10584,No Name,Cat,104,Hybrid,Blue,Female,Unknown,2014,2,23,14,3
10585,Has Name,Dog,208,Hybrid,White,Female,Neutered,2015,11,30,13,59
10586,No Name,Dog,156,Hybrid,Black,Male,Neutered,2015,2,2,18,32
10587,Has Name,Dog,312,Hybrid,Tan,Female,Neutered,2015,12,23,17,7
10588,Has Name,Dog,416,Hybrid,Brown,Male,Neutered,2015,5,25,13,33
10589,Has Name,Dog,52,Hybrid,Black,Female,Intact,2015,12,20,0,0
10590,Has Name,Dog,52,Hybrid,Tan,Female,Neutered,2015,3,15,15,30
10591,No Name,Cat,2,Hybrid,Blue,Male,Intact,2014,5,29,11,54
10592,Has Name,Dog,104,Hybrid,Tan,Female,Neutered,2016,1,4,11,18
10593,No Name,Dog,104,Hybrid,Brown,Male,Neutered,2013,12,3,17,18
10594,Has Name,Dog,156,Hybrid,Brown,Male,Neutered,2014,7,25,11,42
10595,Has Name,Dog,156,Hybrid,Brown,Male,Neutered,2014,11,24,15,23
10596,Has Name,Dog,520,Purebred,Yellow,Male,Intact,2015,3,7,14,22
10597,No Name,Cat,52,Hybrid,Brown,Female,Intact,2014,11,25,18,33
10598,Has Name,Cat,45,Hybrid,Cream,Male,Neutered,2014,1,14,14,51
10599,Has Name,Dog,52,Hybrid,Chocolate,Female,Intact,2015,10,19,14,55
10600,Has Name,Dog,312,Hybrid,White,Male,Neutered,2016,2,13,18,17
10601,Has Name,Cat,22,Hybrid,Blue,Male,Neutered,2015,10,5,14,58
10602,Has Name,Cat,18,Hybrid,Brown,Male,Neutered,2015,9,25,9,56
10603,Has Name,Dog,52,Hybrid,Brown,Female,Intact,2013,12,26,17,45
10604,Has Name,Dog,9,Hybrid,Black,Male,Neutered,2015,7,31,19,8
10605,Has Name,Cat,9,Hybrid,Calico,Female,Neutered,2014,5,25,18,26
10606,Has Name,Cat,260,Hybrid,Brown,Male,Neutered,2014,8,17,13,56
10607,Has Name,Cat,260,Hybrid,Brown,Male,Neutered,2014,9,11,15,37
10608,Has Name,Dog,52,Hybrid,Fawn,Male,Neutered,2014,8,18,17,5
10609,Has Name,Dog,4,Hybrid,Brown,Female,Neutered,2015,4,25,17,54
10610,No Name,Cat,13,Hybrid,Black,Male,Intact,2014,9,6,9,0
10611,No Name,Dog,45,Hybrid,Brown,Female,Neutered,2014,8,6,15,27
10612,Has Name,Dog,208,Hybrid,Black,Female,Neutered,2015,6,12,12,34
10613,Has Name,Cat,104,Hybrid,Brown,Female,Neutered,2014,12,20,14,29
10614,Has Name,Cat,9,Hybrid,White,Female,Neutered,2014,1,4,14,4
10615,Has Name,Dog,416,Hybrid,Brown,Male,Neutered,2015,5,18,12,31
10616,Has Name,Dog,312,Hybrid,Tan,Male,Neutered,2014,4,19,13,3
10617,Has Name,Dog,416,Hybrid,Sable,Male,Neutered,2014,4,25,11,51
10618,Has Name,Dog,208,Hybrid,Tan,Female,Neutered,2015,4,17,17,42
10619,Has Name,Dog,364,Hybrid,Gold,Male,Neutered,2015,6,5,17,22
10620,Has Name,Dog,52,Hybrid,White,Male,Intact,2015,2,19,16,44
10621,No Name,Cat,52,Hybrid,Calico,Female,Intact,2015,8,20,9,0
10622,Has Name,Cat,364,Hybrid,Seal,Female,Neutered,2015,2,28,15,46
10623,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2014,5,3,13,53
10624,No Name,Cat,4,Hybrid,Black,Female,Intact,2014,7,9,12,2
10625,Has Name,Dog,364,Hybrid,Black,Female,Neutered,2015,5,18,19,7
10626,Has Name,Dog,104,Hybrid,White,Female,Neutered,2014,1,25,18,4
10627,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2014,10,18,11,43
10628,Has Name,Cat,18,Hybrid,Orange,Male,Neutered,2015,10,25,12,2
10629,Has Name,Dog,9,Hybrid,Brown,Female,Neutered,2014,1,10,14,28
10630,No Name,Dog,780,Hybrid,Black,Male,Intact,2015,4,19,13,35
10631,Has Name,Dog,104,Hybrid,Brown,Female,Neutered,2015,4,24,15,19
10632,Has Name,Cat,22,Hybrid,Orange,Male,Neutered,2016,2,9,14,2
10633,No Name,Cat,52,Hybrid,Blue,Female,Intact,2015,7,30,15,51
10634,Has Name,Dog,104,Purebred,Tan,Male,Neutered,2014,2,15,18,27
10635,Has Name,Cat,9,Hybrid,Black,Male,Neutered,2013,11,9,15,32
10636,Has Name,Dog,52,Hybrid,Tricolor,Male,Neutered,2014,8,10,17,51
10637,Has Name,Cat,9,Hybrid,Brown,Female,Neutered,2015,12,7,13,18
10638,No Name,Cat,0,Hybrid,White,Female,Unknown,2015,6,16,11,5
10639,Has Name,Dog,4,Hybrid,Tricolor,Male,Neutered,2014,11,16,17,6
10640,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2014,4,29,15,38
10641,No Name,Cat,9,Hybrid,Black,Male,Neutered,2015,5,5,11,46
10642,No Name,Cat,18,Hybrid,Black,Female,Neutered,2014,1,2,17,16
10643,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2015,6,21,16,17
10644,Has Name,Dog,416,Hybrid,Tricolor,Male,Neutered,2015,5,26,18,12
10645,Has Name,Dog,9,Hybrid,Black,Female,Neutered,2014,7,11,18,22
10646,Has Name,Cat,9,Hybrid,Blue,Male,Neutered,2015,7,2,8,19
10647,Has Name,Dog,22,Hybrid,Brown,Male,Neutered,2014,3,27,18,52
10648,No Name,Cat,13,Hybrid,Tortie,Female,Intact,2014,7,27,9,0
10649,No Name,Dog,104,Hybrid,Tricolor,Male,Neutered,2015,6,23,12,38
10650,Has Name,Dog,52,Hybrid,Chocolate,Female,Neutered,2014,8,16,13,26
10651,No Name,Dog,18,Hybrid,Black,Female,Intact,2014,7,30,17,43
10652,Has Name,Cat,18,Hybrid,Seal,Female,Neutered,2014,9,22,19,2
10653,Has Name,Cat,9,Hybrid,Brown,Male,Neutered,2015,7,1,18,9
10654,Has Name,Dog,52,Hybrid,White,Female,Neutered,2014,3,18,18,6
10655,Has Name,Cat,13,Hybrid,Orange,Female,Neutered,2015,10,21,11,17
10656,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2015,10,6,17,53
10657,Has Name,Dog,52,Hybrid,Apricot,Male,Neutered,2015,11,12,18,58
10658,No Name,Dog,2,Hybrid,Black,Male,Intact,2015,1,8,12,38
10659,No Name,Cat,4,Hybrid,Black,Female,Intact,2015,6,12,12,52
10660,No Name,Cat,2,Hybrid,Tortie,Female,Intact,2015,4,14,14,34
10661,No Name,Cat,52,Hybrid,Orange,Female,Neutered,2014,4,14,16,23
10662,Has Name,Dog,52,Hybrid,Tan,Male,Neutered,2014,5,25,11,21
10663,Has Name,Dog,156,Hybrid,Brown,Female,Neutered,2014,1,11,19,6
10664,Has Name,Cat,9,Hybrid,Black,Male,Neutered,2014,7,12,20,45
10665,Has Name,Dog,104,Hybrid,Brown,Female,Neutered,2014,2,6,17,9
10666,No Name,Cat,1,Hybrid,Blue,Male,Intact,2015,8,9,13,3
10667,Has Name,Dog,9,Hybrid,Yellow,Male,Neutered,2014,7,17,17,51
10668,Has Name,Dog,104,Hybrid,White,Female,Neutered,2015,12,12,16,14
10669,Has Name,Dog,156,Hybrid,White,Female,Neutered,2013,10,10,15,16
10670,Has Name,Cat,4,Hybrid,Orange,Female,Intact,2014,5,31,13,57
10671,Has Name,Dog,416,Hybrid,Red,Male,Neutered,2015,4,4,15,15
10672,Has Name,Cat,156,Hybrid,Calico,Female,Neutered,2014,7,27,14,31
10673,Has Name,Dog,52,Hybrid,White,Female,Neutered,2014,3,19,11,9
10674,Has Name,Dog,312,Hybrid,Blue,Male,Neutered,2016,2,19,15,50
10675,No Name,Cat,104,Hybrid,Seal,Female,Neutered,2015,2,21,9,0
10676,Has Name,Dog,31,Hybrid,White,Male,Neutered,2015,2,25,13,9
10677,Has Name,Dog,416,Hybrid,White,Male,Neutered,2014,2,22,17,24
10678,Has Name,Dog,468,Purebred,Black,Male,Neutered,2014,10,25,13,13
10679,Has Name,Cat,4,Hybrid,Cream,Female,Intact,2014,6,19,18,52
10680,Has Name,Dog,676,Hybrid,Fawn,Female,Neutered,2015,12,21,17,3
10681,No Name,Cat,52,Hybrid,Orange,Female,Intact,2014,5,21,8,0
10682,Has Name,Dog,31,Hybrid,White,Male,Neutered,2015,7,21,16,14
10683,Has Name,Dog,156,Hybrid,Black,Female,Neutered,2015,7,2,11,39
10684,No Name,Cat,9,Hybrid,Seal,Female,Neutered,2015,6,28,17,25
10685,No Name,Cat,27,Hybrid,Brown,Female,Neutered,2015,12,9,19,19
10686,Has Name,Cat,9,Hybrid,Lynx,Male,Neutered,2015,5,16,18,45
10687,Has Name,Dog,520,Hybrid,White,Male,Neutered,2015,7,17,18,42
10688,No Name,Cat,9,Hybrid,Brown,Male,Neutered,2015,11,2,15,10
10689,Has Name,Cat,9,Hybrid,Torbie,Female,Neutered,2015,10,22,10,9
10690,Has Name,Dog,156,Hybrid,Black,Male,Neutered,2014,4,30,16,49
10691,No Name,Cat,3,Hybrid,Black,Male,Intact,2015,7,15,16,13
10692,No Name,Dog,52,Hybrid,Brown,Female,Neutered,2014,11,21,16,49
10693,Has Name,Cat,9,Hybrid,Orange,Male,Neutered,2013,12,15,18,7
10694,No Name,Cat,156,Hybrid,Brown,Male,Intact,2014,10,22,9,0
10695,Has Name,Dog,9,Hybrid,Sable,Female,Neutered,2015,11,2,17,57
10696,Has Name,Dog,156,Hybrid,Yellow,Male,Neutered,2014,5,11,18,35
10697,Has Name,Dog,156,Purebred,White,Male,Neutered,2015,12,24,14,47
10698,Has Name,Dog,27,Hybrid,Fawn,Male,Neutered,2013,10,20,15,36
10699,No Name,Dog,52,Hybrid,White,Male,Neutered,2014,3,14,18,57
10700,No Name,Cat,22,Hybrid,Black,Female,Intact,2013,10,3,15,33
10701,Has Name,Dog,260,Hybrid,Brown,Female,Neutered,2015,7,10,11,25
10702,Has Name,Cat,52,Hybrid,Black,Female,Neutered,2015,7,18,14,30
10703,No Name,Cat,0,Hybrid,Pink,Female,Unknown,2015,8,16,14,15
10704,Has Name,Dog,104,Hybrid,Brown,Female,Intact,2014,2,20,18,44
10705,Has Name,Dog,208,Hybrid,White,Female,Neutered,2014,8,23,12,48
10706,No Name,Cat,9,Hybrid,Brown,Male,Intact,2015,8,26,13,15
10707,Has Name,Cat,9,Hybrid,Brown,Female,Neutered,2015,5,9,11,21
10708,Has Name,Dog,260,Hybrid,Black,Female,Neutered,2016,2,19,16,25
10709,Has Name,Cat,260,Hybrid,Blue,Male,Neutered,2014,2,10,15,6
10710,No Name,Cat,260,Hybrid,Brown,Female,Unknown,2015,7,10,18,39
10711,Has Name,Dog,156,Hybrid,Sable,Male,Neutered,2015,2,9,13,38
10712,Has Name,Dog,52,Hybrid,Cream,Female,Neutered,2014,8,5,14,23
10713,Has Name,Dog,364,Purebred,Tan,Female,Neutered,2013,12,11,16,11
10714,Has Name,Cat,52,Hybrid,Tortie,Female,Intact,2013,11,3,11,40
10715,Has Name,Cat,9,Hybrid,Brown,Male,Neutered,2015,6,8,18,33
10716,Has Name,Dog,9,Hybrid,Tricolor,Female,Neutered,2015,3,29,17,55
10717,Has Name,Dog,52,Purebred,Black,Male,Neutered,2015,3,22,19,7
10718,Has Name,Dog,156,Purebred,Black,Male,Intact,2014,1,31,12,58
10719,No Name,Cat,0,Hybrid,White,Female,Unknown,2015,4,24,18,52
10720,Has Name,Dog,36,Hybrid,Chocolate,Male,Neutered,2015,12,5,12,57
10721,No Name,Dog,104,Hybrid,Gray,Male,Neutered,2015,6,9,16,42
10722,Has Name,Dog,104,Hybrid,Chocolate,Male,Neutered,2015,2,5,17,50
10723,No Name,Dog,9,Hybrid,Fawn,Female,Neutered,2014,9,21,14,21
10724,No Name,Cat,18,Hybrid,Tortie,Female,Intact,2015,10,26,9,0
10725,No Name,Dog,45,Hybrid,Black,Female,Intact,2014,3,3,15,52
10726,Has Name,Cat,156,Hybrid,Black,Female,Neutered,2015,11,8,17,33
10727,Has Name,Dog,260,Hybrid,White,Male,Neutered,2015,9,17,18,18
10728,No Name,Dog,52,Hybrid,Gray,Female,Neutered,2015,9,23,16,45
10729,No Name,Cat,9,Hybrid,Orange,Male,Intact,2015,7,1,9,0
10730,No Name,Dog,52,Hybrid,Black,Male,Neutered,2015,11,16,16,44
10731,Has Name,Dog,104,Hybrid,Brown,Female,Neutered,2015,6,14,13,13
10732,Has Name,Dog,9,Hybrid,Black,Female,Neutered,2015,9,11,17,25
10733,No Name,Cat,104,Hybrid,Blue,Male,Neutered,2014,7,6,13,53
10734,Has Name,Dog,13,Hybrid,White,Male,Neutered,2016,2,14,14,7
10735,Has Name,Dog,52,Purebred,Tan,Male,Neutered,2015,7,12,18,19
10736,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2014,1,26,16,50
10737,Has Name,Dog,52,Hybrid,Brown,Male,Neutered,2015,1,4,14,1
10738,Has Name,Dog,52,Hybrid,Black,Male,Neutered,2014,12,2,18,42
10739,Has Name,Dog,416,Hybrid,Black,Female,Neutered,2015,9,26,14,5
10740,No Name,Cat,0,Hybrid,Blue,Male,Intact,2014,1,25,10,29
10741,Has Name,Cat,9,Hybrid,White,Male,Neutered,2014,5,27,19,11
10742,Has Name,Dog,208,Purebred,Gray,Female,Neutered,2014,7,13,11,5
10743,Has Name,Dog,18,Hybrid,Tan,Male,Intact,2014,12,17,17,31
10744,Has Name,Cat,780,Hybrid,Seal,Male,Neutered,2014,11,14,13,45
10745,Has Name,Cat,4,Hybrid,Calico,Female,Intact,2015,10,11,11,49
10746,Has Name,Dog,36,Hybrid,Brown,Female,Neutered,2015,4,2,18,1
10747,Has Name,Dog,364,Hybrid,White,Female,Neutered,2015,6,16,14,2
10748,Has Name,Dog,520,Hybrid,Black,Female,Neutered,2014,5,9,15,41
10749,Has Name,Dog,52,Hybrid,Tan,Male,Neutered,2014,2,15,15,54
10750,Has Name,Cat,49,Hybrid,Torbie,Female,Neutered,2014,3,22,12,48
10751,Has Name,Dog,104,Hybrid,White,Female,Neutered,2014,12,7,19,3
10752,Has Name,Cat,9,Hybrid,Brown,Male,Neutered,2014,7,12,20,11
10753,Has Name,Dog,9,Hybrid,Cream,Male,Neutered,2014,1,6,17,51
10754,Has Name,Dog,260,Purebred,Black,Female,Neutered,2014,10,20,11,32
10755,No Name,Cat,52,Hybrid,White,Male,Neutered,2016,2,12,18,33
10756,Has Name,Dog,22,Hybrid,Black,Female,Neutered,2015,9,13,18,4
10757,No Name,Dog,9,Hybrid,Tan,Female,Intact,2015,9,16,11,12
10758,No Name,Cat,52,Hybrid,Orange,Male,Intact,2015,3,16,9,0
10759,Has Name,Cat,13,Hybrid,Calico,Female,Neutered,2015,12,29,12,6
10760,Has Name,Dog,104,Hybrid,Brown,Female,Intact,2013,10,7,13,14
10761,Has Name,Dog,27,Hybrid,Tricolor,Male,Neutered,2013,10,31,18,16
10762,No Name,Dog,9,Hybrid,Black,Male,Intact,2014,4,1,13,29
10763,Has Name,Dog,260,Hybrid,Chocolate,Male,Neutered,2014,6,29,12,5
10764,Has Name,Dog,104,Hybrid,White,Male,Neutered,2015,10,10,16,33
10765,Has Name,Dog,260,Hybrid,Black,Male,Neutered,2014,12,5,12,49
10766,Has Name,Dog,156,Hybrid,Red,Female,Neutered,2014,5,7,13,6
10767,Has Name,Cat,9,Hybrid,Calico,Female,Intact,2015,9,12,12,32
10768,No Name,Cat,52,Hybrid,Black,Female,Unknown,2015,9,5,9,0
10769,No Name,Cat,9,Hybrid,Black,Male,Neutered,2014,7,8,14,49
10770,Has Name,Cat,27,Hybrid,Brown,Female,Neutered,2015,12,1,8,16
10771,Has Name,Cat,416,Hybrid,Orange,Male,Neutered,2015,3,27,11,50
10772,Has Name,Dog,104,Hybrid,Sable,Female,Neutered,2014,12,8,18,21
10773,No Name,Cat,104,Hybrid,Brown,Male,Neutered,2015,2,3,9,0
10774,Has Name,Dog,104,Purebred,Brown,Male,Neutered,2015,10,21,0,0
10775,Has Name,Dog,416,Hybrid,White,Female,Intact,2015,5,26,0,0
10776,Has Name,Dog,52,Hybrid,Brown,Male,Intact,2014,8,6,17,43
10777,Has Name,Dog,27,Hybrid,Black,Female,Intact,2014,2,21,10,42
10778,Has Name,Dog,9,Hybrid,White,Male,Neutered,2014,7,11,18,55
10779,Has Name,Dog,9,Hybrid,Black,Male,Neutered,2015,8,31,17,7
10780,No Name,Cat,104,Hybrid,Brown,Female,Unknown,2015,2,24,9,0
10781,Has Name,Dog,156,Hybrid,Tan,Male,Neutered,2016,1,22,15,41
10782,No Name,Cat,104,Hybrid,Flame,Male,Neutered,2016,1,26,19,13
10783,Has Name,Dog,416,Hybrid,Gray,Female,Neutered,2015,11,1,12,1
10784,No Name,Dog,104,Hybrid,Brown,Female,Intact,2014,1,22,15,11
10785,Has Name,Dog,260,Hybrid,Red,Male,Neutered,2014,4,5,18,46
10786,Has Name,Dog,22,Hybrid,Tan,Male,Intact,2015,1,12,12,32
10787,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2015,2,18,15,48
10788,No Name,Cat,104,Hybrid,Black,Male,Intact,2014,5,17,8,0
10789,Has Name,Dog,9,Hybrid,White,Male,Neutered,2013,12,6,12,52
10790,No Name,Cat,45,Hybrid,Brown,Female,Intact,2015,11,22,19,46
10791,Has Name,Dog,104,Hybrid,Tricolor,Male,Neutered,2015,12,16,14,44
10792,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2015,8,17,18,15
10793,Has Name,Cat,18,Hybrid,Brown,Female,Neutered,2015,9,25,12,42
10794,Has Name,Dog,468,Hybrid,Tricolor,Male,Neutered,2014,8,1,18,53
10795,Has Name,Dog,52,Purebred,White,Female,Neutered,2013,11,16,14,20
10796,Has Name,Dog,416,Hybrid,Blue,Male,Neutered,2013,12,19,12,38
10797,Has Name,Cat,13,Hybrid,Orange,Male,Intact,2015,11,23,13,21
10798,Has Name,Dog,104,Hybrid,Tan,Male,Neutered,2015,10,3,13,40
10799,No Name,Dog,4,Hybrid,Sable,Female,Neutered,2015,5,2,20,28
10800,No Name,Cat,52,Hybrid,Black,Male,Intact,2014,11,25,18,39
10801,No Name,Dog,208,Hybrid,Tan,Female,Intact,2014,7,27,13,38
10802,No Name,Dog,18,Hybrid,Sable,Male,Neutered,2014,11,12,16,51
10803,No Name,Cat,0,Hybrid,Brown,Female,Intact,2014,12,15,12,16
10804,Has Name,Dog,416,Hybrid,Blue,Female,Neutered,2015,2,25,18,34
10805,Has Name,Cat,208,Hybrid,Seal,Female,Neutered,2015,7,19,13,41
10806,Has Name,Cat,312,Hybrid,Black,Female,Neutered,2014,8,30,16,2
10807,No Name,Dog,4,Hybrid,Brown,Male,Intact,2014,5,31,11,30
10808,No Name,Dog,208,Hybrid,Cream,Female,Neutered,2014,6,1,14,55
10809,Has Name,Cat,13,Hybrid,Brown,Male,Neutered,2015,7,19,19,1
10810,Has Name,Dog,416,Hybrid,White,Male,Neutered,2015,11,10,14,35
10811,Has Name,Dog,208,Hybrid,Blue,Male,Neutered,2014,2,15,11,51
10812,No Name,Cat,104,Hybrid,Calico,Female,Neutered,2014,1,2,11,50
10813,Has Name,Cat,9,Hybrid,Cream,Female,Neutered,2014,8,16,17,14
10814,No Name,Dog,468,Hybrid,White,Male,Neutered,2015,7,5,16,5
10815,Has Name,Dog,52,Hybrid,Brown,Female,Neutered,2014,11,29,19,4
