AnimalID,Name,OutcomeType,AnimalType,AgeuponOutcome,Breed,Color,Sex,Neutered,Year,Month,Day,Hour,Minute
A702913,Has Name,Adoption,Dog,9,Purebred,Red,Female,Neutered,2015,5,25,14,54
A709043,Has Name,Adoption,Dog,156,Hybrid,Tricolor,Female,Neutered,2015,8,8,17,45
A711413,Has Name,Transfer,Cat,13,Hybrid,Tortie,Female,Neutered,2015,9,30,12,11
A682811,No Name,Transfer,Cat,9,Hybrid,Blue,Female,Intact,2014,7,4,15,52
A673459,No Name,Adoption,Dog,4,Hybrid,Chocolate,Male,Neutered,2014,3,23,18,31
A563632,Has Name,Return_to_owner,Cat,208,Hybrid,Brown,Female,Neutered,2013,11,10,18,50
A688204,Has Name,Adoption,Cat,9,Hybrid,Blue,Male,Neutered,2014,10,18,16,9
A694141,No Name,Died,Dog,27,Hybrid,Black,Male,Intact,2014,12,21,19,15
A701711,No Name,Transfer,Cat,2,Hybrid,Brown,Female,Unknown,2015,5,3,18,9
A706754,No Name,Transfer,Cat,0,Purebred,Gray,Male,Intact,2015,7,3,11,4
A701024,Has Name,Return_to_owner,Dog,312,Hybrid,Red,Female,Neutered,2015,4,24,18,1
A716430,Has Name,Adoption,Dog,49,Hybrid,Blue,Female,Neutered,2016,1,11,17,29
A692658,Has Name,Euthanasia,Cat,4,Hybrid,Blue,Female,Intact,2014,11,24,14,46
A680704,No Name,Transfer,Cat,1,Hybrid,Lynx,Male,Intact,2014,6,6,14,39
A690131,Has Name,Return_to_owner,Dog,104,Hybrid,Black,Female,Neutered,2015,7,5,12,47
A697726,Has Name,Adoption,Cat,9,Hybrid,Brown,Male,Neutered,2015,3,15,18,9
A710105,Has Name,Return_to_owner,Dog,104,Hybrid,Tan,Female,Neutered,2015,8,18,13,50
A706961,No Name,Euthanasia,Dog,104,Hybrid,Brown,Female,Intact,2015,7,6,9,40
A684033,Has Name,Adoption,Cat,9,Hybrid,Tortie,Female,Neutered,2014,8,30,17,49
A678878,Has Name,Adoption,Dog,13,Purebred,Brown,Male,Neutered,2014,5,18,17,46
A667984,No Name,Transfer,Cat,4,Hybrid,Cream,Male,Intact,2013,11,26,18,42
A665179,Has Name,Transfer,Dog,52,Hybrid,White,Female,Neutered,2013,12,24,12,31
A703334,Has Name,Euthanasia,Dog,104,Hybrid,Brown,Male,Intact,2015,6,23,10,56
A703615,Has Name,Adoption,Dog,31,Hybrid,Black,Male,Neutered,2015,11,21,15,18
A700789,Has Name,Return_to_owner,Dog,312,Hybrid,Brown,Female,Neutered,2015,4,19,16,38
A711760,Has Name,Adoption,Dog,45,Hybrid,White,Male,Neutered,2015,9,15,19,17
A716630,Has Name,Adoption,Dog,104,Hybrid,Black,Male,Neutered,2015,12,20,15,22
A714541,Has Name,Adoption,Dog,52,Hybrid,Black,Male,Neutered,2015,12,7,18,49
A688907,No Name,Euthanasia,Cat,104,Hybrid,Gray,Female,Unknown,2014,9,26,10,33
A698122,No Name,Transfer,Dog,0,Hybrid,Brown,Female,Unknown,2015,3,6,9,50
A692242,Has Name,Transfer,Dog,45,Hybrid,Black,Male,Neutered,2014,11,18,17,14
A679987,Has Name,Return_to_owner,Dog,104,Hybrid,Liver,Male,Neutered,2014,5,28,18,50
A715687,No Name,Euthanasia,Dog,104,Hybrid,Brown,Female,Intact,2015,11,8,12,43
A647511,Has Name,Died,Dog,52,Hybrid,Brown,Male,Neutered,2013,10,25,14,34
A683230,Has Name,Transfer,Cat,156,Hybrid,Cream,Male,Neutered,2014,7,24,12,49
A683493,Has Name,Adoption,Dog,104,Hybrid,Black,Female,Neutered,2014,8,1,12,33
A711364,Has Name,Transfer,Dog,9,Hybrid,White,Female,Intact,2015,9,9,17,59
A663599,Has Name,Return_to_owner,Cat,52,Hybrid,Blue,Female,Neutered,2013,10,14,14,3
A683903,No Name,Transfer,Dog,104,Hybrid,Red,Male,Intact,2014,7,21,11,52
A683312,Has Name,Adoption,Dog,18,Hybrid,White,Male,Neutered,2014,7,14,18,50
A703950,Has Name,Adoption,Dog,364,Hybrid,Blue,Male,Neutered,2015,6,17,13,2
A720639,Has Name,Transfer,Cat,104,Hybrid,Black,Male,Intact,2016,2,17,13,28
A696562,Has Name,Adoption,Dog,9,Hybrid,White,Female,Neutered,2015,2,8,18,58
A714866,Has Name,Adoption,Cat,13,Hybrid,Torbie,Female,Neutered,2015,11,3,13,42
A708847,No Name,Transfer,Cat,52,Hybrid,Blue,Female,Intact,2015,8,2,9,0
A680461,Has Name,Adoption,Cat,18,Hybrid,White,Female,Neutered,2014,9,11,7,53
A672691,Has Name,Adoption,Dog,104,Hybrid,Tan,Male,Neutered,2014,7,14,14,11
A712356,No Name,Transfer,Cat,22,Hybrid,Calico,Female,Intact,2015,9,23,9,0
A689216,Has Name,Transfer,Dog,22,Hybrid,Chocolate,Female,Intact,2014,10,8,16,0
A672409,Has Name,Euthanasia,Dog,156,Hybrid,Red,Male,Neutered,2014,2,10,12,10
A698210,Has Name,Adoption,Dog,45,Purebred,Black,Female,Neutered,2015,3,14,18,0
A690324,Has Name,Return_to_owner,Dog,156,Hybrid,Tricolor,Male,Neutered,2014,10,29,18,14
A690730,Has Name,Return_to_owner,Dog,156,Purebred,Black,Male,Neutered,2014,10,25,11,54
A666161,Has Name,Adoption,Cat,468,Hybrid,Blue,Male,Neutered,2013,12,5,19,16
A711466,No Name,Transfer,Cat,364,Hybrid,White,Female,Neutered,2015,9,8,9,0
A684390,Has Name,Adoption,Dog,260,Hybrid,Buff,Male,Neutered,2014,9,1,19,25
A699309,No Name,Transfer,Dog,104,Hybrid,Black,Female,Neutered,2015,3,30,11,45
A698300,Has Name,Return_to_owner,Dog,104,Hybrid,Black,Male,Neutered,2015,3,13,12,5
A685846,Has Name,Adoption,Cat,9,Hybrid,Orange,Male,Intact,2014,8,27,17,33
A687781,Has Name,Return_to_owner,Dog,52,Hybrid,Blue,Female,Neutered,2014,9,11,16,47
A684567,Has Name,Adoption,Cat,156,Hybrid,Black,Male,Neutered,2015,1,13,8,29
A596357,Has Name,Return_to_owner,Dog,156,Hybrid,Tan,Male,Neutered,2014,3,22,16,0
A704845,Has Name,Transfer,Dog,52,Hybrid,Red,Female,Neutered,2015,6,30,13,9
A691235,Has Name,Adoption,Cat,9,Hybrid,Lynx,Female,Neutered,2014,11,29,17,56
A683726,No Name,Transfer,Cat,2,Hybrid,Orange,Male,Intact,2014,7,18,16,31
A703688,Has Name,Adoption,Cat,9,Hybrid,Orange,Male,Neutered,2015,7,8,17,11
A716658,Has Name,Adoption,Dog,18,Hybrid,Black,Male,Neutered,2015,12,1,17,41
A668733,Has Name,Return_to_owner,Dog,52,Hybrid,Brown,Female,Neutered,2013,12,9,17,16
A720148,Has Name,Adoption,Dog,52,Hybrid,Brown,Female,Neutered,2016,2,7,18,21
A689666,Has Name,Adoption,Dog,18,Hybrid,Brown,Female,Neutered,2014,10,12,15,43
A684193,Has Name,Return_to_owner,Dog,208,Hybrid,Black,Female,Neutered,2014,7,21,18,4
A620598,Has Name,Adoption,Dog,104,Hybrid,Tan,Male,Neutered,2013,11,30,18,21
A714595,Has Name,Adoption,Dog,52,Hybrid,White,Female,Neutered,2015,10,31,17,47
A708529,No Name,Transfer,Dog,3,Hybrid,White,Female,Intact,2015,7,31,14,42
A678264,No Name,Transfer,Cat,3,Hybrid,Brown,Female,Intact,2014,5,6,16,59
A670271,Has Name,Adoption,Cat,156,Hybrid,Black,Female,Neutered,2014,2,4,16,2
A700613,No Name,Transfer,Cat,4,Hybrid,Black,Female,Intact,2015,4,17,16,13
A710080,Has Name,Transfer,Cat,520,Hybrid,Orange,Male,Neutered,2015,8,21,12,48
A672499,Has Name,Return_to_owner,Dog,208,Hybrid,Brown,Male,Neutered,2014,2,23,17,0
A694780,Has Name,Return_to_owner,Dog,9,Hybrid,White,Male,Neutered,2015,1,5,18,31
A692135,Has Name,Adoption,Dog,104,Hybrid,Brown,Male,Neutered,2015,4,19,18,6
A697275,Has Name,Return_to_owner,Dog,468,Hybrid,Yellow,Female,Neutered,2015,2,21,11,24
A700233,No Name,Transfer,Dog,0,Hybrid,Blue,Male,Intact,2015,4,10,16,21
A672165,Has Name,Transfer,Dog,1,Hybrid,Chocolate,Male,Intact,2014,2,14,15,3
A664575,No Name,Adoption,Cat,22,Hybrid,Orange,Female,Neutered,2013,10,10,14,6
A691848,No Name,Transfer,Dog,52,Hybrid,Tan,Female,Intact,2014,11,17,11,16
A719360,Has Name,Adoption,Dog,9,Hybrid,Black,Male,Neutered,2016,1,23,17,21
A690580,Has Name,Adoption,Cat,9,Hybrid,Cream,Female,Neutered,2014,11,6,18,37
A685161,Has Name,Transfer,Cat,2,Hybrid,Gray,Female,Unknown,2014,8,10,16,35
A676560,Has Name,Transfer,Dog,416,Hybrid,Sable,Male,Intact,2014,4,18,11,26
A705491,No Name,Transfer,Dog,4,Hybrid,Black,Female,Intact,2015,6,18,13,32
A691292,No Name,Euthanasia,Dog,104,Hybrid,Brown,Male,Intact,2014,11,6,15,53
A687699,No Name,Euthanasia,Dog,52,Hybrid,Brown,Female,Intact,2014,9,10,7,42
A666112,No Name,Transfer,Dog,45,Hybrid,Black,Male,Neutered,2013,11,3,15,21
A660641,Has Name,Adoption,Dog,27,Hybrid,Blue,Male,Neutered,2013,10,31,16,14
A709968,Has Name,Transfer,Dog,52,Hybrid,Black,Male,Intact,2015,8,25,15,17
A667811,Has Name,Adoption,Dog,9,Purebred,White,Male,Neutered,2013,11,26,15,28
A694529,Has Name,Adoption,Cat,156,Hybrid,Calico,Female,Neutered,2015,1,3,12,35
A700483,Has Name,Adoption,Cat,104,Hybrid,Black,Female,Neutered,2015,4,24,15,28
A713657,Has Name,Return_to_owner,Dog,208,Hybrid,Red,Male,Neutered,2015,10,12,18,3
A707029,Has Name,Adoption,Dog,9,Hybrid,Brown,Female,Neutered,2015,7,17,15,47
A665408,Has Name,Transfer,Cat,4,Hybrid,Black,Female,Intact,2013,10,19,15,33
A717186,Has Name,Transfer,Dog,52,Hybrid,Tan,Male,Neutered,2016,1,25,11,34
A651386,Has Name,Adoption,Dog,416,Hybrid,Red,Male,Neutered,2015,11,10,16,49
A699458,Has Name,Return_to_owner,Dog,312,Hybrid,Tan,Female,Neutered,2015,4,6,13,45
A697531,No Name,Euthanasia,Dog,104,Hybrid,Brown,Female,Intact,2015,3,19,9,56
A710104,Has Name,Adoption,Dog,104,Hybrid,White,Female,Neutered,2015,11,3,11,31
A674886,Has Name,Transfer,Dog,104,Hybrid,Red,Male,Neutered,2014,5,17,12,15
A673238,Has Name,Transfer,Dog,104,Hybrid,Brown,Female,Intact,2014,12,12,12,10
A680157,No Name,Adoption,Dog,52,Hybrid,Black,Female,Neutered,2014,9,5,18,13
A668877,Has Name,Transfer,Dog,52,Hybrid,Black,Female,Neutered,2014,10,14,12,24
A663673,Has Name,Transfer,Dog,260,Hybrid,White,Male,Neutered,2013,11,15,18,13
A665387,No Name,Transfer,Cat,2,Hybrid,Tortie,Female,Intact,2013,10,17,13,32
A682870,Has Name,Return_to_owner,Dog,416,Hybrid,Brown,Male,Neutered,2014,7,7,13,18
A679593,Has Name,Adoption,Cat,13,Hybrid,Brown,Male,Neutered,2014,7,12,17,27
A590144,Has Name,Adoption,Dog,468,Purebred,Black,Female,Neutered,2016,1,28,8,40
A694401,Has Name,Transfer,Cat,104,Hybrid,Brown,Female,Neutered,2015,1,5,13,0
A671235,Has Name,Adoption,Cat,22,Hybrid,Brown,Female,Neutered,2014,1,26,17,47
A711952,No Name,Transfer,Cat,9,Hybrid,Tortie,Female,Intact,2015,9,21,15,57
A697300,No Name,Transfer,Cat,27,Hybrid,Tortie,Female,Intact,2015,2,22,9,0
A704208,Has Name,Adoption,Dog,52,Hybrid,Tricolor,Female,Neutered,2015,6,11,14,42
A619664,Has Name,Transfer,Dog,780,Hybrid,White,Female,Neutered,2015,8,11,18,17
A700829,Has Name,Return_to_owner,Dog,312,Hybrid,Black,Male,Neutered,2015,4,29,16,53
A671822,Has Name,Return_to_owner,Dog,416,Hybrid,Black,Male,Intact,2014,2,10,11,57
A718706,No Name,Transfer,Cat,13,Hybrid,Torbie,Female,Neutered,2016,1,11,18,50
A706718,Has Name,Adoption,Dog,104,Hybrid,Red,Female,Neutered,2015,7,19,11,37
A689182,Has Name,Adoption,Dog,4,Hybrid,Brown,Male,Neutered,2014,10,25,12,48
A663143,Has Name,Adoption,Dog,52,Hybrid,White,Female,Neutered,2014,7,6,16,16
A714363,Has Name,Adoption,Cat,364,Hybrid,Orange,Male,Neutered,2015,10,28,18,16
A673634,Has Name,Transfer,Dog,52,Hybrid,Yellow,Female,Intact,2014,3,6,14,58
A672514,No Name,Adoption,Cat,13,Hybrid,Brown,Female,Neutered,2014,2,16,19,19
A684134,No Name,Transfer,Cat,52,Purebred,Blue,Female,Intact,2014,7,20,9,0
A665713,Has Name,Transfer,Cat,104,Hybrid,Calico,Female,Neutered,2013,11,25,14,52
A688003,No Name,Euthanasia,Cat,22,Hybrid,Orange,Male,Intact,2014,9,14,9,34
A636102,Has Name,Adoption,Dog,52,Hybrid,Tan,Female,Neutered,2013,10,5,16,4
A714031,Has Name,Transfer,Cat,260,Hybrid,Blue,Male,Neutered,2015,10,24,13,32
A668216,No Name,Adoption,Cat,9,Hybrid,Blue,Female,Neutered,2013,12,9,14,33
A710885,No Name,Euthanasia,Cat,4,Hybrid,Brown,Female,Intact,2015,9,3,15,26
A690253,No Name,Transfer,Cat,22,Hybrid,Brown,Male,Intact,2014,10,20,9,0
A710208,Has Name,Adoption,Dog,52,Hybrid,White,Male,Neutered,2015,9,10,16,25
A687306,Has Name,Adoption,Dog,260,Hybrid,Black,Female,Neutered,2015,2,12,9,7
A686803,Has Name,Adoption,Dog,13,Hybrid,Red,Male,Neutered,2014,8,28,17,2
A672663,Has Name,Transfer,Dog,312,Hybrid,Black,Male,Neutered,2014,10,4,11,24
A707808,Has Name,Adoption,Dog,156,Hybrid,Black,Female,Neutered,2015,7,26,18,4
A689555,Has Name,Adoption,Cat,13,Hybrid,Brown,Female,Neutered,2014,10,26,13,9
A712280,Has Name,Return_to_owner,Dog,45,Hybrid,White,Male,Neutered,2015,9,23,17,33
A698211,Has Name,Return_to_owner,Dog,104,Hybrid,Brown,Male,Neutered,2015,3,11,18,29
A684691,No Name,Transfer,Cat,1,Hybrid,White,Male,Intact,2014,7,28,17,22
A693830,Has Name,Adoption,Dog,52,Hybrid,Tan,Female,Neutered,2014,12,19,9,37
A664510,Has Name,Adoption,Cat,9,Hybrid,Blue,Male,Neutered,2013,10,16,17,10
A691844,Has Name,Adoption,Dog,45,Hybrid,Black,Male,Neutered,2014,12,1,14,28
A686143,Has Name,Transfer,Cat,4,Hybrid,Black,Female,Intact,2014,8,24,14,23
A707348,Has Name,Adoption,Cat,312,Hybrid,White,Male,Neutered,2015,7,15,11,42
A720901,Has Name,Return_to_owner,Dog,156,Hybrid,Black,Male,Intact,2016,2,19,12,42
A714193,Has Name,Adoption,Cat,13,Hybrid,Black,Female,Neutered,2015,11,30,17,16
A682742,No Name,Transfer,Cat,104,Hybrid,Brown,Female,Neutered,2014,7,6,13,52
A696508,Has Name,Return_to_owner,Dog,156,Hybrid,White,Male,Neutered,2015,2,7,17,4
A677031,Has Name,Transfer,Dog,208,Purebred,Blue,Female,Neutered,2014,7,24,12,53
A680844,Has Name,Adoption,Dog,156,Hybrid,White,Female,Neutered,2014,6,13,17,40
A714626,Has Name,Transfer,Cat,9,Hybrid,Black,Male,Neutered,2015,11,17,0,0
A494226,Has Name,Return_to_owner,Dog,416,Hybrid,Brown,Male,Neutered,2014,4,15,18,47
A631529,Has Name,Return_to_owner,Dog,104,Hybrid,White,Female,Neutered,2014,5,12,12,3
A673650,Has Name,Transfer,Dog,52,Hybrid,Tan,Male,Neutered,2015,9,6,16,26
A704697,Has Name,Return_to_owner,Dog,104,Hybrid,Sable,Male,Intact,2015,12,20,17,18
A678451,No Name,Adoption,Cat,9,Hybrid,Orange,Male,Neutered,2014,5,13,17,25
A640562,Has Name,Return_to_owner,Dog,156,Hybrid,Blue,Male,Neutered,2014,5,20,17,6
A691506,Has Name,Transfer,Cat,4,Hybrid,Black,Male,Intact,2014,11,7,13,37
A692423,Has Name,Adoption,Dog,9,Hybrid,Brown,Female,Neutered,2014,11,25,12,30
A696112,No Name,Transfer,Cat,52,Hybrid,Orange,Female,Unknown,2015,1,30,9,0
A689348,Has Name,Transfer,Cat,4,Hybrid,Brown,Female,Intact,2014,10,14,14,56
A613097,Has Name,Return_to_owner,Dog,208,Hybrid,Tricolor,Female,Neutered,2014,4,6,17,53
A693360,Has Name,Transfer,Dog,520,Hybrid,Black,Male,Neutered,2014,12,20,14,49
A684266,No Name,Euthanasia,Cat,9,Hybrid,Black,Male,Intact,2014,7,21,15,10
A686827,No Name,Transfer,Cat,104,Hybrid,Calico,Female,Neutered,2014,8,28,9,0
A713096,Has Name,Adoption,Dog,104,Hybrid,White,Female,Neutered,2015,10,7,14,14
A667307,Has Name,Return_to_owner,Cat,104,Hybrid,Brown,Female,Neutered,2013,11,16,18,27
A712971,No Name,Transfer,Cat,156,Hybrid,Torbie,Female,Intact,2015,10,1,14,17
A669849,No Name,Adoption,Cat,13,Hybrid,Brown,Female,Neutered,2013,12,29,18,13
A706080,Has Name,Return_to_owner,Dog,156,Hybrid,Black,Male,Neutered,2015,6,24,19,17
A699162,No Name,Transfer,Cat,52,Hybrid,Calico,Female,Intact,2015,3,24,9,0
A713515,Has Name,Return_to_owner,Dog,624,Hybrid,Buff,Female,Intact,2015,10,10,14,9
A679923,Has Name,Adoption,Cat,13,Hybrid,Brown,Male,Neutered,2014,7,14,18,9
A671888,Has Name,Return_to_owner,Cat,52,Purebred,Black,Female,Neutered,2014,2,1,11,5
A711608,No Name,Transfer,Cat,4,Hybrid,Black,Male,Intact,2015,9,9,17,27
A707991,No Name,Transfer,Cat,208,Hybrid,Silver,Male,Neutered,2015,7,22,9,0
A689335,Has Name,Adoption,Dog,9,Hybrid,Tricolor,Male,Neutered,2014,10,7,19,32
A703480,Has Name,Return_to_owner,Dog,104,Hybrid,Black,Female,Neutered,2015,5,26,12,14
A543793,Has Name,Return_to_owner,Dog,312,Hybrid,Tan,Male,Neutered,2014,12,2,11,27
A685670,No Name,Euthanasia,Cat,4,Hybrid,Black,Male,Intact,2014,8,11,10,16
A719762,Has Name,Return_to_owner,Dog,4,Hybrid,Chocolate,Female,Intact,2016,1,28,18,37
A431615,Has Name,Adoption,Dog,416,Hybrid,Chocolate,Female,Neutered,2014,8,1,7,51
A681906,Has Name,Adoption,Cat,9,Hybrid,Blue,Female,Intact,2014,6,28,18,51
A688429,No Name,Transfer,Dog,22,Hybrid,Black,Male,Intact,2014,9,23,12,47
A710089,Has Name,Adoption,Cat,13,Hybrid,Calico,Female,Neutered,2015,9,17,15,48
A679731,Has Name,Adoption,Cat,9,Hybrid,White,Female,Neutered,2014,6,16,17,39
A702593,No Name,Transfer,Dog,104,Hybrid,Brown,Female,Intact,2015,5,20,13,54
A550849,Has Name,Return_to_owner,Dog,312,Hybrid,White,Female,Neutered,2016,1,4,18,21
A676323,No Name,Adoption,Dog,9,Hybrid,Tricolor,Female,Neutered,2014,5,23,12,24
A711756,No Name,Euthanasia,Cat,156,Hybrid,Brown,Male,Intact,2015,9,11,18,20
A677443,No Name,Adoption,Cat,208,Hybrid,Blue,Male,Neutered,2014,5,10,16,10
A704465,Has Name,Euthanasia,Cat,4,Hybrid,Brown,Male,Intact,2015,6,11,14,43
A702116,Has Name,Transfer,Cat,104,Hybrid,Lynx,Female,Neutered,2015,6,6,13,9
A715715,Has Name,Transfer,Dog,156,Purebred,Black,Male,Neutered,2015,11,25,16,49
A701367,Has Name,Return_to_owner,Dog,52,Purebred,Brown,Female,Neutered,2015,5,5,13,50
A695018,Has Name,Adoption,Dog,104,Hybrid,Black,Male,Neutered,2015,1,17,15,52
A678892,Has Name,Adoption,Cat,9,Hybrid,Silver,Female,Neutered,2014,7,4,15,45
A711488,No Name,Transfer,Dog,4,Hybrid,Brown,Female,Intact,2015,9,10,11,45
A678693,Has Name,Transfer,Cat,27,Purebred,Black,Male,Neutered,2014,5,17,11,27
A710134,Has Name,Transfer,Dog,52,Hybrid,White,Male,Neutered,2015,8,30,0,0
A674326,Has Name,Transfer,Cat,27,Hybrid,Blue,Female,Intact,2014,3,13,14,25
A715052,Has Name,Return_to_owner,Dog,104,Hybrid,Tan,Male,Neutered,2015,11,14,14,40
A703421,Has Name,Transfer,Dog,312,Hybrid,Black,Female,Neutered,2015,5,28,18,27
A664037,Has Name,Adoption,Cat,13,Hybrid,Orange,Female,Neutered,2013,12,23,18,7
A701745,Has Name,Transfer,Dog,18,Hybrid,Black,Male,Neutered,2015,5,12,12,12
A720402,Has Name,Adoption,Dog,208,Hybrid,Black,Male,Neutered,2016,2,15,14,3
A720616,Has Name,Return_to_owner,Cat,52,Hybrid,Black,Male,Neutered,2016,2,13,13,44
A706928,Has Name,Transfer,Cat,208,Hybrid,Brown,Male,Neutered,2015,11,26,20,19
A688555,Has Name,Adoption,Dog,312,Hybrid,Black,Female,Neutered,2014,11,30,17,17
A006100,Has Name,Return_to_owner,Dog,364,Hybrid,Yellow,Male,Neutered,2014,12,20,16,35
A702308,No Name,Transfer,Cat,52,Hybrid,Lynx,Female,Unknown,2015,5,13,9,0
A669461,Has Name,Euthanasia,Dog,676,Hybrid,Brown,Female,Intact,2013,12,24,12,54
A710248,Has Name,Return_to_owner,Dog,9,Hybrid,Brown,Male,Neutered,2015,8,21,18,25
A669508,Has Name,Adoption,Dog,156,Hybrid,Black,Female,Neutered,2013,12,23,18,24
A701811,No Name,Transfer,Cat,2,Hybrid,Gray,Female,Unknown,2015,5,5,11,45
A714463,Has Name,Adoption,Cat,52,Hybrid,Brown,Female,Neutered,2015,10,27,17,16
A709397,Has Name,Transfer,Cat,13,Hybrid,Orange,Female,Neutered,2015,8,19,16,53
A677412,Has Name,Adoption,Cat,9,Hybrid,Brown,Female,Neutered,2014,6,1,13,22
A667132,No Name,Transfer,Cat,416,Hybrid,Black,Male,Neutered,2013,11,20,19,11
A684344,Has Name,Adoption,Cat,9,Hybrid,Black,Female,Neutered,2014,8,30,15,39
A707624,No Name,Transfer,Cat,3,Hybrid,Black,Female,Intact,2015,7,15,16,13
A670130,Has Name,Transfer,Cat,22,Hybrid,Cream,Male,Neutered,2014,1,14,14,51
A708167,Has Name,Transfer,Cat,4,Hybrid,Black,Male,Intact,2015,7,27,13,49
A565460,Has Name,Return_to_owner,Dog,624,Hybrid,Black,Female,Neutered,2014,5,22,11,8
A692236,Has Name,Adoption,Cat,9,Purebred,Orange,Female,Neutered,2014,12,11,17,13
A682747,No Name,Transfer,Cat,9,Hybrid,Brown,Male,Intact,2014,7,7,12,26
A672674,Has Name,Transfer,Cat,312,Hybrid,Brown,Female,Neutered,2014,2,23,13,40
A693331,No Name,Transfer,Cat,52,Hybrid,White,Male,Neutered,2014,12,6,9,0
A685772,No Name,Adoption,Cat,9,Hybrid,Brown,Male,Neutered,2014,8,16,16,51
A692708,Has Name,Transfer,Cat,45,Hybrid,Blue,Female,Neutered,2014,12,2,14,51
A677653,Has Name,Return_to_owner,Dog,52,Hybrid,Tan,Male,Neutered,2014,5,2,16,23
A680921,No Name,Transfer,Cat,1,Hybrid,Brown,Female,Unknown,2014,6,9,19,15
A621295,Has Name,Transfer,Dog,52,Hybrid,White,Female,Neutered,2013,11,16,15,8
A669077,No Name,Transfer,Cat,104,Hybrid,Black,Male,Intact,2013,12,18,14,38
A691278,Has Name,Transfer,Cat,9,Hybrid,Black,Female,Intact,2014,12,9,16,51
A675926,No Name,Transfer,Cat,0,Hybrid,Brown,Male,Intact,2014,4,2,15,14
A660920,Has Name,Return_to_owner,Dog,52,Purebred,Chocolate,Male,Intact,2013,11,25,16,11
A701108,Has Name,Adoption,Dog,416,Hybrid,Black,Male,Neutered,2015,7,16,10,26
A696326,Has Name,Transfer,Cat,52,Hybrid,Black,Male,Neutered,2015,2,15,13,18
A708548,Has Name,Transfer,Dog,52,Hybrid,Tan,Male,Neutered,2015,8,13,16,7
A720162,Has Name,Transfer,Dog,520,Hybrid,Yellow,Female,Intact,2016,2,12,16,29
A687758,Has Name,Transfer,Dog,156,Hybrid,Brown,Female,Neutered,2014,11,9,18,4
A688854,No Name,Transfer,Dog,156,Hybrid,Black,Female,Intact,2014,10,1,16,32
A670385,Has Name,Adoption,Dog,52,Hybrid,White,Female,Neutered,2014,1,11,17,58
A713416,Has Name,Transfer,Dog,104,Hybrid,Tan,Female,Intact,2015,10,10,14,59
A676322,Has Name,Adoption,Dog,9,Hybrid,Tricolor,Female,Neutered,2014,5,23,13,42
A657196,Has Name,Adoption,Cat,18,Hybrid,Brown,Female,Neutered,2013,10,2,12,5
A706732,No Name,Adoption,Cat,9,Hybrid,Orange,Male,Neutered,2015,7,6,18,45
A682312,Has Name,Adoption,Dog,9,Hybrid,Brown,Male,Neutered,2014,7,12,13,42
A677532,Has Name,Adoption,Cat,9,Hybrid,White,Male,Neutered,2014,5,26,16,52
A689318,Has Name,Adoption,Dog,156,Hybrid,Blue,Female,Neutered,2014,10,29,12,15
A681757,Has Name,Return_to_owner,Dog,104,Hybrid,Tricolor,Male,Neutered,2014,7,10,11,38
A690318,Has Name,Adoption,Cat,520,Hybrid,Black,Female,Neutered,2015,11,15,17,46
A661604,Has Name,Adoption,Cat,13,Hybrid,Torbie,Female,Neutered,2013,11,9,16,47
A719629,Has Name,Return_to_owner,Dog,104,Hybrid,Tricolor,Female,Neutered,2016,1,26,18,7
A482334,Has Name,Return_to_owner,Dog,468,Hybrid,Brown,Female,Neutered,2016,1,3,13,59
A694502,Has Name,Adoption,Dog,416,Hybrid,Black,Female,Neutered,2015,1,2,17,19
A708726,Has Name,Return_to_owner,Dog,104,Purebred,Sable,Male,Intact,2015,8,2,17,24
A683458,No Name,Transfer,Cat,13,Hybrid,Cream,Female,Intact,2014,7,12,9,0
A678460,No Name,Transfer,Cat,104,Hybrid,Orange,Female,Intact,2014,5,9,12,58
A681684,Has Name,Adoption,Dog,312,Hybrid,Red,Male,Neutered,2014,6,25,12,4
A687593,No Name,Transfer,Cat,1,Hybrid,Brown,Female,Intact,2014,9,7,17,5
A684343,Has Name,Transfer,Cat,4,Hybrid,Seal,Female,Intact,2014,7,23,14,36
A705022,No Name,Transfer,Dog,156,Hybrid,Black,Female,Intact,2015,6,16,12,20
A697574,Has Name,Adoption,Dog,52,Hybrid,Tan,Male,Neutered,2015,3,1,19,0
A692500,Has Name,Euthanasia,Dog,312,Hybrid,White,Male,Neutered,2015,1,29,14,35
A677651,Has Name,Adoption,Cat,31,Hybrid,Orange,Male,Neutered,2014,11,23,14,50
A699877,No Name,Transfer,Dog,4,Hybrid,Tricolor,Male,Intact,2015,4,4,13,27
A679856,Has Name,Adoption,Dog,40,Hybrid,Buff,Female,Neutered,2014,7,5,16,43
A669961,Has Name,Adoption,Dog,52,Hybrid,Black,Female,Neutered,2014,2,1,14,36
A694319,Has Name,Adoption,Dog,156,Hybrid,Brown,Male,Neutered,2014,12,30,17,43
A707293,Has Name,Adoption,Dog,9,Purebred,Black,Female,Neutered,2015,8,14,13,30
A674592,Has Name,Adoption,Dog,45,Hybrid,Tan,Female,Neutered,2014,3,22,19,3
A692389,No Name,Adoption,Dog,9,Hybrid,Tan,Female,Neutered,2014,11,23,17,30
A690209,Has Name,Adoption,Cat,18,Hybrid,Chocolate,Male,Neutered,2014,12,26,14,22
A685823,Has Name,Return_to_owner,Dog,156,Hybrid,Black,Male,Neutered,2014,8,15,17,17
